# Logfile created on 2026-09-04 10:44:44 +0200 by logger.rb/v1.5.3
2026-09-04 10:44:44 +0200: Memory Usage (457268K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/aion_flow/tools/aion_layout/std_cells_claude/AION_inv_nand2_nor2_1.gds
2026-09-04 10:44:44 +0200: Memory Usage (457268K) : Ruby Version for klayout: 3.2.3
2026-09-04 10:44:44 +0200: Memory Usage (458388K) : Loading database to memory is complete.
2026-09-04 10:44:44 +0200: Memory Usage (458388K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/aion_flow/tools/aion_layout/std_cells_claude/drc/AION_inv_nand2_nor2_1.klayout.drc/AION_inv_nand2_nor2_1_AION_inv_nand2_nor2_1_topvia1.lyrdb
2026-09-04 10:44:44 +0200: Memory Usage (458388K) : Evaluate switches.
2026-09-04 10:44:44 +0200: Memory Usage (458388K) : tables selected: topvia1
2026-09-04 10:44:44 +0200: Memory Usage (458388K) : KLayout will use 15 thread(s) in tiling mode.
2026-09-04 10:44:44 +0200: Memory Usage (458388K) : deep mode is enabled.
2026-09-04 10:44:44 +0200: Memory Usage (458388K) : FEOL enabled: false
2026-09-04 10:44:44 +0200: Memory Usage (458388K) : BEOL enabled: false
2026-09-04 10:44:44 +0200: Memory Usage (458388K) : OFFGRID enabled: true
2026-09-04 10:44:44 +0200: Memory Usage (458388K) : ANGLE enabled: true
2026-09-04 10:44:44 +0200: Memory Usage (458388K) : PIN enabled: false
2026-09-04 10:44:44 +0200: Memory Usage (458388K) : FORBIDDEN enabled: false
2026-09-04 10:44:44 +0200: Memory Usage (458388K) : RECOMMENDED enabled: true
2026-09-04 10:44:44 +0200: Memory Usage (458388K) : PreCheck DRC enabled: false
2026-09-04 10:44:44 +0200: Memory Usage (458388K) : CONNECTIVITY_RULES enabled: false.
2026-09-04 10:44:44 +0200: Memory Usage (458388K) : Read in polygons from layers.
2026-09-04 10:44:44 +0200: Memory Usage (459156K) : activ_drw has 4 polygons
2026-09-04 10:44:44 +0200: Memory Usage (459156K) : activ_pin has 0 polygons
2026-09-04 10:44:44 +0200: Memory Usage (459156K) : activ_mask has 0 polygons
2026-09-04 10:44:44 +0200: Memory Usage (459156K) : activ_filler has 0 polygons
2026-09-04 10:44:44 +0200: Memory Usage (459156K) : activ_nofill has 0 polygons
2026-09-04 10:44:44 +0200: Memory Usage (459156K) : activ_opc has 0 polygons
2026-09-04 10:44:44 +0200: Memory Usage (459156K) : activ_iopc has 0 polygons
2026-09-04 10:44:44 +0200: Memory Usage (459156K) : activ_noqrc has 0 polygons
2026-09-04 10:44:44 +0200: Memory Usage (459156K) : biwind_drw has 0 polygons
2026-09-04 10:44:44 +0200: Memory Usage (459156K) : biwind_opc has 0 polygons
2026-09-04 10:44:44 +0200: Memory Usage (459156K) : pemwind_drw has 0 polygons
2026-09-04 10:44:44 +0200: Memory Usage (459156K) : gatpoly_drw has 8 polygons
2026-09-04 10:44:44 +0200: Memory Usage (459156K) : gatpoly_pin has 0 polygons
2026-09-04 10:44:44 +0200: Memory Usage (459156K) : gatpoly_filler has 0 polygons
2026-09-04 10:44:44 +0200: Memory Usage (459156K) : gatpoly_nofill has 0 polygons
2026-09-04 10:44:44 +0200: Memory Usage (459316K) : gatpoly_opc has 0 polygons
2026-09-04 10:44:44 +0200: Memory Usage (459316K) : gatpoly_iopc has 0 polygons
2026-09-04 10:44:44 +0200: Memory Usage (459316K) : gatpoly_noqrc has 0 polygons
2026-09-04 10:44:44 +0200: Memory Usage (459316K) : cont_drw has 32 polygons
2026-09-04 10:44:44 +0200: Memory Usage (459476K) : cont_opc has 0 polygons
2026-09-04 10:44:44 +0200: Memory Usage (459476K) : nsd_drw has 0 polygons
2026-09-04 10:44:44 +0200: Memory Usage (459476K) : nsd_block has 0 polygons
2026-09-04 10:44:44 +0200: Memory Usage (459476K) : metal1_drw has 18 polygons
